Question|Option1|Option2|Option3|Option4|Option5|Answer1|Answer2|Answer3|Answer4|Answer5|Notes|xNotes
个人保险代理人为保险企业提供保险代理服务应当缴纳的增值税和城市维护建设税、教育费附加、地方教育附加，由保险企业按照现行规定依法代扣代缴。（    ）|正确|错误||||2|||||个人保险代理人为保险企业提供保险代理服务应当缴纳的增值税和城市维护建设税、教育费附加、地方教育附加，税务机关可以根据《国家税务总局关于发布〈委托代征管理办法〉的公告》（国家税务总局公告2013年第24号）的有关规定，委托保险企业代征。|个人保险代理人为保险企业提供保险代理服务应当缴纳的增值税和城市维护建设税、教育费附加、地方教育附加，税务机关可以根据《国家税务总局关于发布〈委托代征管理办法〉的公告》（国家税务总局公告2013年第24号）的有关规定，委托保险企业代征。
接受税务机关委托代征税款的保险企业，向个人保险代理人支付佣金费用后，可代个人保险代理人统一向主管国税机关申请汇总代开增值税普通发票或增值税专用发票。（    ）|正确|错误||||1||||||
信用卡、旅游等行业的个人代理人计算个人所得税时，也可以扣除展业成本。（    ）|正确|错误||||2|||||信用卡、旅游等行业的个人代理人计算个人所得税时，不可以扣除展业成本。|信用卡、旅游等行业的个人代理人计算个人所得税时，不可以扣除展业成本。
依据《关于修订《企业政策性搬迁搬迁开始受理规程》的通知》（沪国税函[2016]96号上海市国家税务局上海市地方税务局），办税服务厅（含网上办税服务厅）在受理纳税人报送备案资料时，应当就资料的真实性进行核对，需要补正的应当一次性书面告知。|正确|错误||||2|||||办税服务厅（含网上办税服务厅）在受理纳税人报送备案资料时，应当就资料完整性进行核对，需要补正的应当一次性书面告知。|办税服务厅（含网上办税服务厅）在受理纳税人报送备案资料时，应当就资料完整性进行核对，需要补正的应当一次性书面告知。
依据《关于修订《企业政策性搬迁搬迁开始受理规程》的通知》（沪国税函[2016]96号上海市国家税务局上海市地方税务局），受理纳税人报送备案资料后，各单位应当进行核查，属于不能提供留存备查资料，或者留存备查资料与实际搬迁情况等不符，不能证明符合政策性搬迁条件的，税务机关追缴其已递延的税款，并按照税收征管法规定处理。|正确|错误||||1||||||
依据《国家税务总局关于股权激励和技术入股所得税征管问题的公告》（国家税务总局公告2016年第62号），实行查账征收或核定征收的居民企业均可以享受企业技术成果投资入股递延纳税政策。|正确|错误||||2|||||核定征收的居民企业不可以享受|核定征收的居民企业不可以享受
依据《国家税务总局关于股权激励和技术入股所得税征管问题的公告》（国家税务总局公告2016年第62号），企业接受技术成果投资入股，技术成果评估值明显不合理的，主管税务机关有权进行调整。|正确|错误||||1||||||
依据《财政部 国家税务总局 关于完善股权激励和技术入股有关所得税政策的通知》（财税[2016]101），非上市公司授予本公司员工的股票期权、股权期权、限制性股票和股权奖励，符合规定条件的，经向主管税务机关备案，可递延至取得股权激励时纳税。（     ）|正确|错误||||2|||||实行递延纳税政策，即员工在取得股权激励时可暂不纳税，递延至转让该股权时纳税；股权转让时，按照股权转让收入减除股权取得成本以及合理税费后的差额，适用“财产转让所得”项目，按照20%的税率计算缴纳个人所得税。 |实行递延纳税政策，即员工在取得股权激励时可暂不纳税，递延至转让该股权时纳税；股权转让时，按照股权转让收入减除股权取得成本以及合理税费后的差额，适用“财产转让所得”项目，按照20%的税率计算缴纳个人所得税。 
依据《财政部 国家税务总局 关于完善股权激励和技术入股有关所得税政策的通知》（财税[2016]101），享受递延纳税政策的非上市公司股权激励须同时满足的条件之一是：属于境内居民企业的股权激励计划。（     ）|正确|错误||||1||||||
依据《财政部 国家税务总局 关于完善股权激励和技术入股有关所得税政策的通知》（财税[2016]101），企业或个人以技术成果投资入股到境内居民企业，被投资企业支付的对价全部或部分为股票（权）的，企业或个人可选择继续按现行有关税收政策执行，也可选择适用递延纳税优惠政策。（    ）|正确|错误||||2|||||企业或个人以技术成果投资入股到境内居民企业，被投资企业支付的对价全部为股票（权）的，企业或个人可选择继续按现行有关税收政策执行，也可选择适用递延纳税优惠政策。 |企业或个人以技术成果投资入股到境内居民企业，被投资企业支付的对价全部为股票（权）的，企业或个人可选择继续按现行有关税收政策执行，也可选择适用递延纳税优惠政策。 
依据《财政部 国家税务总局 关于完善股权激励和技术入股有关所得税政策的通知》（财税[2016]101），对上市公司股票期权、限制性股票和股权奖励实施选择性税收优惠政策。（    ）|正确|错误||||2|||||对上市公司股票期权、限制性股票和股权奖励适当延长纳税期限|对上市公司股票期权、限制性股票和股权奖励适当延长纳税期限
依据《国家税务总局 关于股权激励和技术入股所得税征管问题的公告》（国家税务总局公告2016年第62号），某公司实施一批股票期权并于2017年2月行权，计算在职职工平均人数时，以该公司2016年9月、10月、11月、12月、2017年1月、2月全员全额扣缴明细申报的平均人数计算。（     ）|正确|错误||||2|||||按照股票（权）期权行权、限制性股票解禁、股权奖励获得之上月起前6个月“工资薪金所得”项目全员全额扣缴明细申报的平均人数确定。|按照股票（权）期权行权、限制性股票解禁、股权奖励获得之上月起前6个月“工资薪金所得”项目全员全额扣缴明细申报的平均人数确定。
依据《国家税务总局 关于股权激励和技术入股所得税征管问题的公告》（国家税务总局公告2016年第62号），递延纳税股票（权）转让、办理纳税申报时，扣缴义务人、个人应向主管税务机关一并提供能够证明股票（权）转让价格、递延纳税股票（权）原值、合理税费的有关资料。（     ）|正确|错误||||1||||||
综服企业受中小企业委托代理出口的货物，由综服企业申请开具《代理出口货物证明》的， 综服企业应在《代理出口货物证明申请表》“备注”栏内注明“WMZHFW”标识；国税机关不再出具纸质《代理出口货物证明》，将电子信息传递给委托方中小企业的主管国税机关。|正确|错误||||1||||||
国家税务局和地方税务局与企业共同签署的预约定价安排，在执行期间，企业应当分别向国家税务局和地方税务局报送年度报告和实质性变化报告。国家税务局和地方税务局应当对企业执行预约定价安排的情况，实施联合监控。|正确|错误||||1||||||
在预约定价安排签署前，税务机关和企业均可暂停、终止预约定价安排程序。|正确|错误||||1||||||
在本市行政区域内开采粘土、矿泉水的纳税人，应按规定缴纳资源税。对粘土、矿泉水资源税实行从量定额计征，计税依据为粘土、矿泉水的销售量。（       ）|正确|错误||||1||||||
自2016年1月1日起至2020年12月31日止，对城市公交企业购置的公共汽电车辆免征车辆购置税。（       ）|正确|错误||||1||||||
自2016年1月1日至2018年12月31日，对高校学生公寓免征房产税；对与高校学生签订的高校学生公寓租赁合同，免征印花税。（      ）|正确|错误||||1||||||
对按照国家规定的收费标准向学生收取的高校学生公寓住宿费收入，自2016年1月1日至2016年4月30日，免征营业税；自2016年5月1日起，在营改增试点期间免征增值税。（      ）|正确|错误||||1|||||教材P320；上海市财政局 上海市国家税务局 上海市地方税务局关于转发《财政部 国家税务总局关于继续执行高校学生公寓和食堂有关税收政策的通知》的通知（文号： 沪财税〔2016〕65号）第二条|教材P320；上海市财政局 上海市国家税务局 上海市地方税务局关于转发《财政部 国家税务总局关于继续执行高校学生公寓和食堂有关税收政策的通知》的通知（文号： 沪财税〔2016〕65号）第二条
税务总局决定调整增值税普通发票防伪措施，自2017年第一季度起印制的增值税普通发票采用新的防伪措施。（   ）|正确|错误||||2|||||错。教材P320;国家税务总局关于调整增值税普通发票防伪措施有关事项的公告（文号： 国家税务总局公告2016年第68号；发文日期： 2016－11－02）,自发布之日起实施|错。教材P320;国家税务总局关于调整增值税普通发票防伪措施有关事项的公告（文号： 国家税务总局公告2016年第68号；发文日期： 2016－11－02）,自发布之日起实施
根据税务登记管理有关规定，税务机关通过实地调查、电话查询、涉税事项办理核查以及其他征管手段，仍对企业和企业相关人员查无下落的，或虽然可以联系到企业代理记账、报税人员等，但其并不知情也不能联系到企业实际控制人的，可以判定该企业为走逃（失联）企业。（   ）|正确|错误||||1|||||教材P321；国家税务总局关于走逃（失联）企业开具增值税专用发票认定处理有关问题的公告（文号： 国家税务总局公告2016年第76号；发文日期： 2016－12－01）|教材P321；国家税务总局关于走逃（失联）企业开具增值税专用发票认定处理有关问题的公告（文号： 国家税务总局公告2016年第76号；发文日期： 2016－12－01）
为了满足纳税人发票使用需要，税务总局决定自2017年1月1日起启用增值税普通发票（卷票）。增值税普通发票（卷票）为一种规格：57mm×177.8mm，均为单联。增值税普通发票（卷票）的防伪措施为光变油墨防伪。（   ）|正确|错误||||2|||||错。教材P321；增值税普通发票（卷票）分为两种规格：57mm×177.8mm、76mm×177.8mm，均为单联。增值税普通发票（卷票）的防伪措施为光变油墨防伪。|错。教材P321；增值税普通发票（卷票）分为两种规格：57mm×177.8mm、76mm×177.8mm，均为单联。增值税普通发票（卷票）的防伪措施为光变油墨防伪。
自2016年10月1日起，高档化妆品消费税纳税人（以下简称“纳税人”）以外购、进口和委托加工收回的高档化妆品为原料继续生产高档化妆品，准予从高档化妆品消费税应纳税额中扣除外购、进口和委托加工收回的高档化妆品已纳消费税税款。（    ）|正确|错误||||1|||||教材P323;国家税务总局关于高档化妆品消费税征收管理事项的公告（文号： 国家税务总局公告2016年第66号)第二条|教材P323;国家税务总局关于高档化妆品消费税征收管理事项的公告（文号： 国家税务总局公告2016年第66号)第二条
　　购买超豪华小汽车的单位和个人为超豪华小汽车零售环节消费税的纳税人。（    ）|正确|错误||||2|||||错。教材P323;将超豪华小汽车销售给消费者的单位和个人为超豪华小汽车零售环节纳税人|错。教材P323;将超豪华小汽车销售给消费者的单位和个人为超豪华小汽车零售环节纳税人
依据《于生产和装配伤残人员专门用品企业免征企业所得税的通知》（财税[2016]111号），享受本通知税收优惠的企业，应当按照《国家税务总局关于发布<企业所得税优惠政策事项办理办法>的公告》（国家税务总局公告2015年第76号）规定向税务机关履行备案手续，妥善保管留存备查资料。|正确|错误||||1|||||教材P324;关于生产和装配伤残人员专门用品企业免征企业所得税的通知（文号：财税〔2016〕111号)第二条|教材P324;关于生产和装配伤残人员专门用品企业免征企业所得税的通知（文号：财税〔2016〕111号)第二条
依据《关于保险公司准备金支出企业所得税税前扣除有关政策问题的通知》（财税[2016]114号），保险公司实际发生的各种保险赔款、给付，应首先冲抵按规定提取的准备金，不足冲抵部分，不得在当年税前扣除。|正确|错误||||2|||||错。教材P325；保险公司实际发生的各种保险赔款、给付，应首先冲抵按规定提取的准备金，不足冲抵部分，准予在当年税前扣除。|错。教材P325；保险公司实际发生的各种保险赔款、给付，应首先冲抵按规定提取的准备金，不足冲抵部分，准予在当年税前扣除。
依据《关于在服务贸易创新发展试点地区推广技术先进型服务企业所得税优惠政策的通知》（财税[2016]122号），自2016年1月1日起至2017年12月31日止，在天津、上海等15个服务贸易创新发展试点地区，对符合条件的技术先进型服务企业，实际发生的职工教育经费支出，不超过工资薪金总额8.5%的部分，准予在计算应纳税所得额时扣除；超过部分准予在以后纳税年度结转扣除。|正确|错误||||2|||||错。教材P326；　2.符合条件的技术先进型服务企业实际发生的职工教育经费支出，不超过工资薪金总额8%的部分，准予在计算应纳税所得额时扣除；超过部分准予在以后纳税年度结转扣除。|错。教材P326；　2.符合条件的技术先进型服务企业实际发生的职工教育经费支出，不超过工资薪金总额8%的部分，准予在计算应纳税所得额时扣除；超过部分准予在以后纳税年度结转扣除。
依据《关于在服务贸易创新发展试点地区推广技术先进型服务企业所得税优惠政策的通知》（财税[2016]122号），自2016年1月1日起至2017年12月31日止，在天津、上海等15个服务贸易创新发展试点地区，对符合条件的技术先进型服务企业，减按15%的税率征收企业所得税。|正确|错误||||1|||||教材P326；第一条第一款|教材P326；第一条第一款
依据《关于企业所得税有关问题的公告》（国家税务总局公告2016年第80号），企业职工因公出差乘坐交通工具发生的人身意外保险费支出，准予企业在计算应纳税所得额时扣除。|正确|错误||||1|||||教材P326；第一条　|教材P326；第一条　
依据《关于房地产开发企业土地增值税清算涉及企业所得税退税有关问题的公告》（国家税务总局公告2016年第81号），企业按规定对开发项目进行土地增值税清算后，如当年企业所得税汇算清缴出现亏损，则该亏损应按照税法规定向以后年度结转，用以后年度所得弥补。|正确|错误||||2|||||错。教材P327；一、企业按规定对开发项目进行土地增值税清算后，当年企业所得税汇算清缴出现亏损且有其他后续开发项目的，该亏损应按照税法规定向以后年度结转，用以后年度所得弥补。后续开发项目，是指正在开发以及中标的项目。|错。教材P327；一、企业按规定对开发项目进行土地增值税清算后，当年企业所得税汇算清缴出现亏损且有其他后续开发项目的，该亏损应按照税法规定向以后年度结转，用以后年度所得弥补。后续开发项目，是指正在开发以及中标的项目。
依据《关于房地产开发企业土地增值税清算涉及企业所得税退税有关问题的公告》（国家税务总局公告2016年第81号），企业按规定对开发项目进行土地增值税清算后，当年企业所得税汇算清缴出现亏损，且没有后续开发项目的，可以按照一定方法，计算出该项目由于土地增值税原因导致的项目开发各年度多缴企业所得税税款，并申请退税。|正确|错误||||1|||||教材P327；第二条|教材P327；第二条
依据《关于房地产开发企业土地增值税清算涉及企业所得税退税有关问题的公告》（国家税务总局公告2016年第81号），按项目销售收入占比计算分摊土地增值税。所称销售收入包括视同销售房地产的收入，以及企业销售的增值额未超过扣除项目金额20%的普通标准住宅的销售收入。|正确|错误||||2|||||错。教材P327；本公告所称销售收入包括视同销售房地产的收入，但不包括企业销售的增值额未超过扣除项目金额20%的普通标准住宅的销售收入。|错。教材P327；本公告所称销售收入包括视同销售房地产的收入，但不包括企业销售的增值额未超过扣除项目金额20%的普通标准住宅的销售收入。
依据《关于进一步做好企业研究开发费用税前加计扣除政策贯彻落实工作的通知》（税总函[2016]685号），如企业2016年度未及时申报享受加计扣除优惠政策，可在以后5年内追溯享受。|正确|错误||||2|||||错。教材P329；如企业2016年度未及时申报享受加计扣除优惠政策，可在以后3年内追溯享受。|错。教材P329；如企业2016年度未及时申报享受加计扣除优惠政策，可在以后3年内追溯享受。
依据《关于进一步做好企业研究开发费用税前加计扣除政策贯彻落实工作的通知》（税总函[2016]685号），如企业申报享受加计扣除优惠政策，但账证不健全、资料不齐全或适用优惠政策不准确的，各级税务机关要积极做好辅导解释工作，帮助企业建账建制，补充资料，确保企业享受加计扣除优惠政策。|正确|错误||||1|||||教材P328；第四条|教材P328；第四条
采用按期汇总申报缴纳印花税的方式。汇总申报缴纳的期限不得超过一个月。（     ）|正确|错误||||1|||||教材P329；第十条|教材P329；第十条
多贴印花税票的，不得申请退税或者抵用。（   ）|正确|错误||||1|||||教材P330；第二十四条|教材P330；第二十四条
自2016年12月5日起对内地个人投资者通过深港通投资香港联交所上市股票取得的转让差价所得，自2016年12月5日起至2019年12月4日止，暂免征收个人所得税。 （       ）|正确|错误||||1|||||教材P331；第一条第一款|教材P331；第一条第一款
自2016年12月5日起对内地企业投资者通过深港通投资香港联交所上市股票取得的转让差价所得，计入其收入总额，依法征收企业所得税。（       ）                    |正确|错误||||1|||||教材P331；第一条第二款|教材P331；第一条第二款
自2016年12月5日起对香港市场投资者（包括企业和个人）投资深交所上市A股取得的转让差价所得，暂免征收所得税。（      ）|正确|错误||||1|||||教材P332；第二条 |教材P332；第二条 
自2016年12月5日起对香港市场投资者通过沪股通和深股通参与股票担保卖空涉及的股票借入、归还，暂免征收证券（股票）交易印花税。（      ）|正确|错误||||2|||||教材P332；第五条|教材P332；第五条
对香港市场投资者通过沪股通和深股通参与股票担保卖空涉及的股票借入、归还，暂免征收证券（股票）交易印花税。（   ）|正确|错误||||1|||||教材P332；第五条|教材P332；第五条
增值税一般纳税人进口货物时应准确填报企业名称，确保海关缴款书上的企业名称与税务登记的企业名称一致。税务机关将进口货物取得的属于增值税抵扣范围的海关缴款书信息与海关采集的缴款信息进行稽核比对。（    ）|正确|错误||||1|||||教材P333；国家税务总局关于加强海关进口增值税抵扣管理的公告（文号：国家税务总局公告2017年第3号|教材P333；国家税务总局关于加强海关进口增值税抵扣管理的公告（文号：国家税务总局公告2017年第3号
购买方向开具增值税电子普通发票的纳税人当场索取纸质普通发票的，纳税人可以有偿提供电子发票版式文件打印服务。（    ）|正确|错误||||2|||||错。教材P334；购买方向开具增值税电子普通发票的纳税人当场索取纸质普通发票的，纳税人应当免费提供电子发票版式文件打印服务|错。教材P334；购买方向开具增值税电子普通发票的纳税人当场索取纸质普通发票的，纳税人应当免费提供电子发票版式文件打印服务
依据《政部国家税务总局国家发展改革委关于垃圾填埋沼气发电列入《环境保护、节能节水项目企业所得税优惠目录（试行）》的通知》（财税（2016）131号），将垃圾填埋沼气发电项目列入《财政部国家税务总局国家发展改革委关于公布环境保护节能节水项目企业所得税优惠目录（试行）的通知》（财税[2009]166号）规定的“沼气综合开发利用”范围。|正确|错误||||1|||||教材P334|教材P334
依据《关于印发《技术入股递延纳税有关企业所得税受理事项管理规程（试行）》的通知》（沪国税函[2017]4号），纳税人办理技术入股递延纳税备案，技术成果评估报告属于留存备查资料。|正确|错误||||1|||||教材P335；　　八、其他事项：纳税人需将下列资料留存备查　　1．技术成果相关证书或证明材料　　2．技术成果投资入股协议　　3．技术成果评估报告　　4．技术成果计税基础相关资料　　5．与被投资方是否为关联方关系的股权关系说明|教材P335；　　八、其他事项：纳税人需将下列资料留存备查　　1．技术成果相关证书或证明材料　　2．技术成果投资入股协议　　3．技术成果评估报告　　4．技术成果计税基础相关资料　　5．与被投资方是否为关联方关系的股权关系说明
依据《关于转发《国家税务总局关于进一步做好企业研究开发费用税前加计扣除政策贯彻落实工作的通知》的通知》（沪国税函[2017]5号），如企业2016年度未及时申报享受加计扣除优惠政策，可在以后5年内追溯享受。|正确|错误||||2|||||错。教材P335；如企业2016年度未及时申报享受加计扣除优惠政策，可在以后3年内追溯享受。|错。教材P335；如企业2016年度未及时申报享受加计扣除优惠政策，可在以后3年内追溯享受。
依据《关于转发《国家税务总局关于进一步做好企业研究开发费用税前加计扣除政策贯彻落实工作的通知》的通知》（沪国税函[2017]5号），如企业申报享受加计扣除优惠政策，但账证不健全、资料不齐全或适用优惠政策不准确的，税务机关一律不得让纳税人享受加计扣除优惠政策。|正确|错误||||2|||||错。教材P335；如企业申报享受加计扣除优惠政策，但账证不健全、资料不齐全或适用优惠政策不准确的，各征管分局要积极做好辅导解释工作的同时，指导企业按政策要求建账建制、准备并妥善保管留存备查资料，并积极运用已与科技部门建立的沟通协调机制，确保符合条件的企业享受加计扣除优惠政策。|错。教材P335；如企业申报享受加计扣除优惠政策，但账证不健全、资料不齐全或适用优惠政策不准确的，各征管分局要积极做好辅导解释工作的同时，指导企业按政策要求建账建制、准备并妥善保管留存备查资料，并积极运用已与科技部门建立的沟通协调机制，确保符合条件的企业享受加计扣除优惠政策。
依据《上海市国家税务局上海市地方税务局关于做好2016年度本市居民企业所得税汇算清缴工作的通知》（沪国税函[2017]15号），税务机关应专题报告2016年度研发费用加计扣除优惠政策执行情况，并对享受加计扣除前10名的企业，针对技术研发取得的成效（如形成的技术成果相应的绩效等）进行逐户分析。|正确|错误||||1|||||教材P339|教材P339
依据《上海市国家税务局上海市地方税务局关于做好2016年度本市居民企业所得税汇算清缴工作的通知》（沪国税函[2017]15号），享受研究开发费用税前加计扣除优惠政策的纳税人，应报送《研发项目可加计扣除研究开发费用辅助账》。|正确|错误||||2|||||错。教材P338；（5）研发项目可加计扣除研究开发费用情况归集表。享受研究开发费用税前加计扣除优惠政策的纳税人，应报送《研发项目可加计扣除研究开发费用情况归集表》|错。教材P338；（5）研发项目可加计扣除研究开发费用情况归集表。享受研究开发费用税前加计扣除优惠政策的纳税人，应报送《研发项目可加计扣除研究开发费用情况归集表》
依据《关于做好2016年度本市居民企业所得税汇算清缴工作的通知》（沪国税函[2017]15号），企业应当自行判断其是否符合税收优惠政策规定的条件。凡享受企业所得税优惠的，应当按照76号公告规定向税务机关履行备案手续，妥善保管留存备查资料。|正确|错误||||1|||||教材P336|教材P336
依据《关于做好2016年度本市居民企业所得税汇算清缴工作的通知》（沪国税函[2017]15号），对于符合查账征收条件的纳税人，应在当年企业所得税汇算清缴之前及时调整征收方式，实行查账征收。|正确|错误||||1|||||教材P338|教材P338
依据《关于本市残疾、孤老人员和烈属继续实行劳动所得定额减征个人所得税政策的通知》（沪财发[2017]1号），本市残疾、孤老人员和烈属劳动所得个人所得税减征幅度自2014年1月1日起提高至每年减征4800元。（   ）|正确|错误||||2|||||错。教材P340；本市残疾、孤老人员和烈属劳动所得个人所得税减征幅度自2017年1月1日起提高至每年减征5640元。|错。教材P340；本市残疾、孤老人员和烈属劳动所得个人所得税减征幅度自2017年1月1日起提高至每年减征5640元。
依据《关于本市残疾、孤老人员和烈属继续实行劳动所得定额减征个人所得税政策的通知》（沪财发[2017]1号），对同一个纳税人，在一个纳税年度内，取得规定的劳动所得，其每一项所得全年减征个人所得税的税款总额不超过5640元。（   ）|正确|错误||||2|||||错。教材P340；对同一个纳税人，在一个纳税年度内，取得上述劳动所得，其全年减征个人所得税的税款总额不超过5640元。|错。教材P340；对同一个纳税人，在一个纳税年度内，取得上述劳动所得，其全年减征个人所得税的税款总额不超过5640元。
依据《关于印发《股权激励与技术入股有关个人所得税受理事项管理规程（试行）》的通知》（沪地税函[2017]3号），对于“股权激励与技术入股有关个人所得税受理事项管理规程（试行）”之“上市公司股票期权代扣代缴个人所得税”，主管税务机关自受理上述资料之日起3个月内核实扣缴义务人相关股权激励备案、备查资料。（   ）|正确|错误||||1||||||
依据《关于印发《股权激励与技术入股有关个人所得税受理事项管理规程（试行）》的通知》（沪地税函[2017]3号），《技术成果投资入股个人所得税递延纳税备案表》适用于个人以技术成果投资入股境内非上市公司并选择递延纳税的，个人向主管税务机关办理相关个人所得税递延纳税备案事宜时填报。（）|正确|错误||||2|||||错。个人以技术成果投资入股境内非上市公司并选择递延纳税的，被投资公司向主管税务机关办理相关个人所得税递延纳税备案事宜时填报。|错。个人以技术成果投资入股境内非上市公司并选择递延纳税的，被投资公司向主管税务机关办理相关个人所得税递延纳税备案事宜时填报。
依据《关于做好2016年度本市个体工商户及个人独资企业和合伙企业投资者个人所得税汇算清缴工作的通知》（沪地税函[2017]5号），投资者兴办的企业全部是个人独资性质的，分别向各企业的实际经营管理所在地主管税务机关办理年度纳税申报，并依本企业的经营所得确定适用税率，计算应缴税款。（   ）|正确|错误||||2|||||错。教材P342；投资者兴办的企业全部是个人独资性质的，分别向各企业的实际经营管理所在地主管税务机关办理年度纳税申报，并依所有企业的经营所得总额确定适用税率，以本企业的经营所得为基础，计算应缴税款|错。教材P342；投资者兴办的企业全部是个人独资性质的，分别向各企业的实际经营管理所在地主管税务机关办理年度纳税申报，并依所有企业的经营所得总额确定适用税率，以本企业的经营所得为基础，计算应缴税款
依据《关于做好2016年度本市个体工商户及个人独资企业和合伙企业投资者个人所得税汇算清缴工作的通知》（沪地税函[2017]5号），投资者兴办的企业中含有合伙性质的，投资者应向经常居住地主管税务机关办理《个人所得税生产经营所得纳税申报表（C表）》申报。（   ）|正确|错误||||1|||||教材P342|教材P342
依据《关于开展2016年度本市年所得12万元以上个人自行纳税申报工作的通知》（沪地税函[2017]4号），2016年度年所得12万元以上的纳税人（包括在中国境内无住所，且在一个纳税年度中在中国境内居住不满1年的个人），无论取得的各项所得是否已足额缴纳个人所得税，均应办理纳税申报。（   ）|正确|错误||||2|||||错。教材P343；2016年度年所得12万元以上的纳税人（不包括在中国境内无住所，且在一个纳税年度中在中国境内居住不满1年的个人）|错。教材P343；2016年度年所得12万元以上的纳税人（不包括在中国境内无住所，且在一个纳税年度中在中国境内居住不满1年的个人）
依据《关于开展2016年度本市年所得12万元以上个人自行纳税申报工作的通知》（沪地税函[2017]4号），各分局实体办税服务厅对12万申报业务实行全市通办。对于已经到实体办税服务厅办理申报的纳税人，各分局要热情接待、快速处理，不得以任何理由拒绝受理或强求纳税人网上办理。（   ）|正确|错误||||1||||||
依据《关于开展2016年度本市年所得12万元以上个人自行纳税申报工作的通知》（沪地税函[2017]4号），本市年所得12万元以上个人自行纳税申报的纳税人，一律向户籍所在地所在地主管税务机关申报（   ）|正确|错误||||2|||||错。教材P343；（三）申报地点　　（1）在本市有任职、受雇单位的，向任职、受雇单位所在地主管税务机关申报；　　（2）在本市有两处或者两处以上任职、受雇单位的，选择并固定向其中一处单位所在地主管税务机关申报；　　（3）在本市无任职、受雇单位，年所得项目中有个体工商户的生产经营所得的，向其中一处实际经营所在地主管税务机关申报；　　（4）在本市无任职、受雇单位，且年所得项目中无个体工商户的生产经营所得的，向户籍所在地主管税务机关申报。在本市有户籍，但户籍所在地与本市经常居住地不一致的，选择并固定其中一地主管税务机关申报。在本市没有户籍的，向本市经常居住地主管税务机关申报。|错。教材P343；（三）申报地点　　（1）在本市有任职、受雇单位的，向任职、受雇单位所在地主管税务机关申报；　　（2）在本市有两处或者两处以上任职、受雇单位的，选择并固定向其中一处单位所在地主管税务机关申报；　　（3）在本市无任职、受雇单位，年所得项目中有个体工商户的生产经营所得的，向其中一处实际经营所在地主管税务机关申报；　　（4）在本市无任职、受雇单位，且年所得项目中无个体工商户的生产经营所得的，向户籍所在地主管税务机关申报。在本市有户籍，但户籍所在地与本市经常居住地不一致的，选择并固定其中一地主管税务机关申报。在本市没有户籍的，向本市经常居住地主管税务机关申报。
依据《关于做好2017年度本市个人所得税全员全额扣缴明细申报工作的通知》（沪地税函[2017]8号），单位作为扣缴义务人向个人支付应税所得时，不论其是否属于本单位人员，支付的应税所得一旦达到纳税标准，扣缴义务人应当在代扣税款的次月内，向主管税务机关报送其支付应税所得个人的基本信息、支付所得项目和数额、扣缴税款数额以及其他相关涉税信息。（   ）|正确|错误||||2|||||错。教材P344；单位作为扣缴义务人向个人支付应税所得时，不论其是否属于本单位人员、支付的应税所得是否达到纳税标准|错。教材P344；单位作为扣缴义务人向个人支付应税所得时，不论其是否属于本单位人员、支付的应税所得是否达到纳税标准
依据《关于做好2017年度本市个人所得税全员全额扣缴明细申报工作的通知》（沪地税函[2017]8号），各分局在进一步巩固、提高户管单位全员全额电子明细申报率的基础上，高度关注电子明细申报数据准确率，力争电子明细申报率与电子明细申报数据准确率均达到100%。（   ）|正确|错误||||1|||||教材P344|教材P344
依据《关于个人转让住房享受税收优惠政策判定购房时间问题的公告》（国家税务总局公告2017年第8号），个人所转让住房，因产权纠纷等原因未能及时取得房屋所有权证书（包括不动产权证书），以契税完税证明的注明日期为标准确认购房时间。（   ）|正确|错误||||2|||||错。教材P345；个人转让住房，因产权纠纷等原因未能及时取得房屋所有权证书（包括不动产权证书），对于人民法院、仲裁委员会出具的法律文书确认个人购买住房的，法律文书的生效日期视同房屋所有权证书的注明时间|错。教材P345；个人转让住房，因产权纠纷等原因未能及时取得房屋所有权证书（包括不动产权证书），对于人民法院、仲裁委员会出具的法律文书确认个人购买住房的，法律文书的生效日期视同房屋所有权证书的注明时间
依据《关于印发《残疾、孤老人员和烈属定额减征个人所得税申报受理事项操作规程（试行）》的通知》（沪地税函[2017]18号），全年应纳个人所得税税额不足规定减征定额，不足部分予以退还。（   ）|正确|错误||||2|||||错。教材P346；全年应纳个人所得税税额不足规定减征定额，其实际已缴的税款予以退还。|错。教材P346；全年应纳个人所得税税额不足规定减征定额，其实际已缴的税款予以退还。
依据《关于印发《残疾、孤老人员和烈属定额减征个人所得税申报受理事项操作规程（试行）》的通知》（沪地税函[2017]18号），全年应纳个人所得税税额超过规定减征定额，但实际减征税款不足减征定额的，其未享受足的定额减征税款部分予以退还。（   ）|正确|错误||||1|||||教材P346|教材P346
税务机关在进行可比性分析时，优先使用公开信息，不可以使用非公开信息。|正确|错误||||2|||||错。教材P349；第二十四条  税务机关在进行可比性分析时，优先使用公开信息，也可以使用非公开信息。|错。教材P349；第二十四条  税务机关在进行可比性分析时，优先使用公开信息，也可以使用非公开信息。
企业以融资上市为主要目的在境外成立控股公司或者融资公司，仅因融资上市活动所产生的附带利益向境外关联方支付特许权使用费，不符合独立交易原则的，税务机关可以按照已税前扣除的金额全额实施特别纳税调整。|正确|错误||||1||||||
按照国家和本市有关部门公布的《产业结构调整指导目录》属限制类和淘汰类产业的单位纳税人，以及开发建造除保障性住房以外房地产项目的单位纳税人，不属于本市城镇土地使用税困难减免对象。（    ）|正确|错误||||1||||||
