Question|Option1|Option2|Option3|Option4|Option5|Answer1|Answer2|Answer3|Answer4|Answer5|Notes|xNotes
企业对外投资期间，投资资产的成本在计算应纳税所得额时准予扣除。（   ）|正确|错误||||2|||||公共知识P-104企业对外投资期间，投资资产的成本在计算应纳税所得额时不得扣除。|公共知识P-104企业对外投资期间，投资资产的成本在计算应纳税所得额时不得扣除。
劳务报酬所得一次收入畸高，是指个人一次取得劳务报酬，其收入额超过2万元。（    ）|正确|错误||||2|||||公共知识P-109劳务报酬所得一次收入畸高，是指个人一次取得劳务报酬，其应纳税所得额超过2万元。|公共知识P-109劳务报酬所得一次收入畸高，是指个人一次取得劳务报酬，其应纳税所得额超过2万元。
向出租方支付的租金，属于财产租赁（转租）所得个人所得税税前扣除范围。（   ）|正确|错误||||1|||||P-60个人转租房屋的，其向房屋出租方支付的租金及增值税额，在计算转租所得时予以扣除。|P-60个人转租房屋的，其向房屋出租方支付的租金及增值税额，在计算转租所得时予以扣除。
我国的土地增值税适用四级超额累进税率。（   ）|正确|错误||||2|||||公共知识P-129我国的土地增值税适用四级超率累进税率。|公共知识P-129我国的土地增值税适用四级超率累进税率。
2013年1月，某市区的外商投资企业销售产品取得收入200万元，当期缴纳了增值税8万元。按规定企业应缴纳城市维护建设税0.56万元。（    ）|正确|错误||||1|||||公共知识P-127 纳税人所在地在市区的，税率为7%|公共知识P-127 纳税人所在地在市区的，税率为7%
纳税人提供有形动产租赁服务采取预收款方式的，其纳税义务发生时间为租赁服务发生的当天。(    ) |正确|错误||||2|||||P-36纳税人提供有形动产租赁服务采取预收款方式的，其纳税义务发生时间为收到预收款的当天|P-36纳税人提供有形动产租赁服务采取预收款方式的，其纳税义务发生时间为收到预收款的当天
增值税一般纳税人提供仓储服务，可以选择按照简易计税方法计算缴纳增值税的。（    ）|正确|错误||||1|||||P-137一般纳税人提供的电影放映服务、仓储服务、装卸搬运服务、收派服务和文化体育服务，可以选择按照简易计税方法计算缴纳增值税。|P-137一般纳税人提供的电影放映服务、仓储服务、装卸搬运服务、收派服务和文化体育服务，可以选择按照简易计税方法计算缴纳增值税。
企业与其关联方之间的业务往来，不符合独立交易原则，或者企业实施其他不具有合理商业目的安排的，税务机关有权在该业务发生的纳税年度起5年内，进行纳税调整。（    ）|正确|错误||||2|||||公共知识P-142纳税人与其关联企业之间的业务往来，应当按照独立企业之间的业务往来收取或者支付价款、费用；不按照独立企业之间的业务往来收取或者支付价款、费用，而减少其应纳税的收入或者所得额的，税务机关有权自该业务往来发生的纳税年度起3年内进行调整；有特殊情况的，可以自该业务往来发生的纳税年度起10年内进行调整。|公共知识P-142纳税人与其关联企业之间的业务往来，应当按照独立企业之间的业务往来收取或者支付价款、费用；不按照独立企业之间的业务往来收取或者支付价款、费用，而减少其应纳税的收入或者所得额的，税务机关有权自该业务往来发生的纳税年度起3年内进行调整；有特殊情况的，可以自该业务往来发生的纳税年度起10年内进行调整。
企业发生的全部业务招待费支出，按照发生额的60%扣除，但最高不得超过当年销售（营业）收入的5‰。（    ）|正确|错误||||2|||||公共知识P-102，企业发生的与生产经营活动有关的业务招待费支出，按照发生额的60%扣除，但最高不得超过当年销售（营业）收入的5‰。|公共知识P-102，企业发生的与生产经营活动有关的业务招待费支出，按照发生额的60%扣除，但最高不得超过当年销售（营业）收入的5‰。
企业向股东或其他与企业有关联关系的自然人借款的利息支出，一律不得在企业所得税税前扣除。（    ） |正确|错误||||2|||||企业向股东或其他与企业有关联关系的自然人借款的利息支出，应根据财税[2008]121号规定的条件，计算企业所得税扣除额。|企业向股东或其他与企业有关联关系的自然人借款的利息支出，应根据财税[2008]121号规定的条件，计算企业所得税扣除额。
企业发生的公益性捐赠支出，不超过年度收入总额12%的部分，准予扣除。（    ）|正确|错误||||2|||||公共知识P-102 企业发生的公益性捐赠支出，不超过年度利润总额12%的部分，准予扣除。|公共知识P-102 企业发生的公益性捐赠支出，不超过年度利润总额12%的部分，准予扣除。
被清算企业的股东，从被清算企业分得的资产应按原账面价值确定计税基础。（    ）|正确|错误||||2|||||被清算企业的股东从被清算企业分得的资产应按可变现价值或实际交易价格确定计税基础。|被清算企业的股东从被清算企业分得的资产应按可变现价值或实际交易价格确定计税基础。
企业为投资者或者职工支付的商业保险费，一律不得扣除。（    ）|正确|错误||||2|||||企业为投资者或者职工支付的商业保险费，符合相关规定的，可以扣除，例如分别不超过职工工资总额5%的补充养老保险和补充医疗保险、为特殊工种职工支付的法定人身安全保险费等。|企业为投资者或者职工支付的商业保险费，符合相关规定的，可以扣除，例如分别不超过职工工资总额5%的补充养老保险和补充医疗保险、为特殊工种职工支付的法定人身安全保险费等。
除国务院财政、税务主管部门另有规定外，企业发生的职工教育经费支出，不超过工资薪金总额的2.5%部分准予扣除，超过部分准予在以后纳税年度中结转扣除。（    ）|正确|错误||||1|||||公共知识P-102|公共知识P-102
增值税一般纳税人将自产货物用于本单位职工福利的，虽未销售，但应视同销售货物计算销项税额。（    ）|正确|错误||||1|||||公共知识P-101企业发生非货币性资产交换，以及将货物、财产、劳务用于捐赠、偿债、赞助、集资、广告、样品、职工福利或者利润分配等用途的，应当视同销售货物|公共知识P-101企业发生非货币性资产交换，以及将货物、财产、劳务用于捐赠、偿债、赞助、集资、广告、样品、职工福利或者利润分配等用途的，应当视同销售货物
中华人民共和国境内的单位和个人提供的国际运输服务，适用增值税税率为11%。（    ）|正确|错误||||2|||||P-33 中华人民共和国境内的单位和个人提供的国际运输服务，适用增值税零税率。|P-33 中华人民共和国境内的单位和个人提供的国际运输服务，适用增值税零税率。
增值税一般纳税人购进用于对外捐赠的货物，取得法定扣税凭证的，可以抵扣增值税进项税额。（   ）|正确|错误||||1||||||
企业从事符合条件的环境保护、节能节水项目的所得，可以按规定免征、减征企业所得税。（    ）|正确|错误||||1|||||公共知识P-107 从事符合条件的环境保护、节能节水项目的所得，自项目取得第一笔生产经营收入所属纳税年度起，第一年至第三年免征企业所得税，第四年至第六年减半征收企业所得税。|公共知识P-107 从事符合条件的环境保护、节能节水项目的所得，自项目取得第一笔生产经营收入所属纳税年度起，第一年至第三年免征企业所得税，第四年至第六年减半征收企业所得税。
企业因生产经营、产品营销的需要，在费用中列支的赠予外单位个人的礼金、礼品等支出，应按照工资薪金所得扣缴个人所得税。（    ）|正确|错误||||2|||||企业因生产经营、产品营销的需要，在费用中列支的赠予外单位个人的礼金、礼品等支出，应按照其他所得扣缴个人所得税。|企业因生产经营、产品营销的需要，在费用中列支的赠予外单位个人的礼金、礼品等支出，应按照其他所得扣缴个人所得税。
个人保险代理人以其取得的佣金、奖励和劳务费等相关收入减去地方税费附加及展业成本，按照规定计算个人所得税。展业成本，为佣金收入减去地方税费附加余额的40%。（    ）|正确|错误||||1|||||公共知识P-298|公共知识P-298
资源税计税销售额是指纳税人销售应税产品向购买方收取的全部价款和价外费用，不包括增值税销项税额和运杂费用。（    ）|正确|错误||||1|||||公共知识P-292|公共知识P-292
按企业所得税现行相关政策规定，符合规定条件的小型微利企业，无论采取查账征收还是核定征收方式，均可享受小型微利企业所得税优惠政策。（   ）|正确|错误||||1||||||
居民企业以非货币性资产对外投资确认的非货币性资产转让所得，可在不超过5年期限内，分期均匀计入相应年度的应纳税所得额，按规定计算缴纳企业所得税。（    ）|正确|错误||||1|||||征管评估P-142 4、《非货币性资产投资递延纳税调整明细表》的报送条件为实行查账征收的居民企业以非货币性资产对外投资确认的非货币性资产转让所得，在自确认非货币性资产转让收入年度起不超过连续5个纳税年度的期间内，分期均匀计入相应年度的应纳税所得额的，应在非货币性资产转让所得递延确认期间每年企业所得税汇算清缴时报送。|征管评估P-142 4、《非货币性资产投资递延纳税调整明细表》的报送条件为实行查账征收的居民企业以非货币性资产对外投资确认的非货币性资产转让所得，在自确认非货币性资产转让收入年度起不超过连续5个纳税年度的期间内，分期均匀计入相应年度的应纳税所得额的，应在非货币性资产转让所得递延确认期间每年企业所得税汇算清缴时报送。
享受环境保护、节能节水、安全生产等专用设备抵免的企业，应当实际购置并自身实际投入使用上述规定的专用设备；企业购置上述专用设备在5年内转让、出租的，应当停止该优惠，并补缴已经抵免的企业所得税税款。(    )|正确|错误||||1||||||
2011年5月3日，国家税务总局下发《关于印发<“十二五”时期税收发展规划纲要>的通知》，明确提出十二五期间将“实施税收风险管理。将风险管理理念贯穿于税收征管全过程。”这一纲要的出台，标识着税收风险管理工作在全国范围进入了探索阶段。（    ）|正确|错误||||1|||||P-290|P-290
总局税收风险管理工作领导小组负责指导全国范围内的税收风险管理工作。（    ）|正确|错误||||2|||||P-293 总局税收风险管理工作领导小组办公室负责指导全国范围内的税收风险管理工作。|P-293 总局税收风险管理工作领导小组办公室负责指导全国范围内的税收风险管理工作。
税务总局负责税收风险管理制度和机制的顶层设计。（    ）|正确|错误||||1|||||P-294|P-294
市、县税务机关重点做好组织开展风险分析识别工作和税收风险应对工作。其他税收风险管理工作事项，由省税务机关具体规定。（    ）|正确|错误||||2|||||P-294 市、县税务机关重点做好税收风险应工作,必要时，也可以组织开展风险分析识别工作。其他税收风险管理工作事项，由省税务机关具体规定|P-294 市、县税务机关重点做好税收风险应工作,必要时，也可以组织开展风险分析识别工作。其他税收风险管理工作事项，由省税务机关具体规定
税收风险管理工作要结合实际积极开发省级税务总局的决策支持（风险管理）系统，实现税收征管信息系统与决策支持系统的有机衔接，充分发挥信息化平台的支撑作用。（    ）|正确|错误||||2|||||税收风险管理工作要结合实际积极应用税务总局的决策支持（风险管理）系统，实现税收征管信息系统与决策支持系统的有机衔接，充分发挥信息化平台的支撑作用。|税收风险管理工作要结合实际积极应用税务总局的决策支持（风险管理）系统，实现税收征管信息系统与决策支持系统的有机衔接，充分发挥信息化平台的支撑作用。
税收风险管理的目标是提高纳税遵从水平，为愿意遵从的纳税人提供便利化办税条件，对不遵从的纳税人予以惩罚震慑，将从根本上解决纳税人不愿遵从或无遵从标准的问题。（    ）|正确|错误||||1|||||P-291|P-291
税收风险管理是一项需要持续改进的系统工程。需要在统一认识、明确任务、建立机制、厘清职责的基础上，不断调整、改革、完善，使之发挥越来越大的作用。（    ）|正确|错误||||1|||||P-291|P-291
在大企业税收管理过程中，要运用税收风险管理的理念和方法，提升大企业所有涉税事项的管理层级，促进税收征管整体资源的优化配置。（    ）|正确|错误||||2|||||P-291在大企业税收管理过程中，要运用税收风险管理的理念和方法，提升大企业复杂涉税事项的管理层级，促进税收征管整体资源的优化配置。|P-291在大企业税收管理过程中，要运用税收风险管理的理念和方法，提升大企业复杂涉税事项的管理层级，促进税收征管整体资源的优化配置。
在组织实施风险应对时，要按纳税人区域、规模和特定事项等要素，合理确定风险应对层级和承办部门。（    ）|正确|错误||||1|||||P-191|P-191
在税收风险管理过程中要创新大企业管理，实现重点突破。要强化税务省、市税务机关两级统筹，提升复杂事项管理层级。（    ）|正确|错误||||2|||||P-292在税收风险管理过程中要创新大企业管理，实现重点突破。要强化税务总局、省税务机关两级统筹，提升复杂事项管理层级。|P-292在税收风险管理过程中要创新大企业管理，实现重点突破。要强化税务总局、省税务机关两级统筹，提升复杂事项管理层级。
税收数据情报管理是指税务机关对税收数据信息情报的采集、加工、分析、知识管理工作。（    ）|正确|错误||||2|||||P-296 税收数据情报管理是指税务机关税收数据信息情报的采集、加工、分析、情报交换、知识管理等工作。|P-296 税收数据情报管理是指税务机关税收数据信息情报的采集、加工、分析、情报交换、知识管理等工作。
情报：指在税收征管活动中，对解决特定税收征管问题具有决策支撑作用的数据信息，具有知识性、传递性和效用性。（   ）|正确|错误||||1|||||P-296|P-296
数据采集是指实现对内、外部不同来源的数据接入信息平台进行存储, 并与税务机关核心业务数据融为一体，便于数据的进一步加工。主要包括各 内部系统数据抽取、第三方信息导入、日常信息采集等功能。（    ）|正确|错误||||1|||||P-299|P-299
行业评估模型的建立首先必须通过全面准确采集、科学有效分析和监控行业指标，并结合纳税人的申报信息所产生的涉税指标，实现行业风险指标和涉税指标的有机结合和互相制约，从而建立有针对性和准确性的行业风险指标体系。（    ）|正确|错误||||1|||||P-308|P-308
范某2016年10月以其所有的一项专利技术投资作价80万元入股甲企业，获得甲企业股票40万股，占企业股本的6%。若范某发明该项专利技术的成本为15万元，入股时发生评估费及其他合理税费共3万元。假设后来范某将这部分股权以150万元卖掉，转让时发生税费2万元，范某选择递延纳税。问：应如何计算纳税？答：范某入股当期无需缴税。待范某转让该部分股权时一次性缴税，转让时应纳税额=【150万元-（15万元+3万元）-2万元】*20%=26万元。|正确|错误||||1||||||
